FOODID;FOODUNIT;MASS
1181;KPL_L;130,00
1181;PORTS;80,00
1181;PORTL;160,00
1181;PORTM;120,00
1182;KPL_S;50,00
1182;KPL_M;90,00
1182;KPL_L;130,00
1182;PORT1000KJ;92,68
1182;PORTS;80,00
1182;PORTM;120,00
1182;PORTL;160,00
1183;KPL_S;50,00
1183;KPL_M;90,00
1183;KPL_L;130,00
1183;PORT1000KJ;120,81
1183;PORTS;80,00
1183;PORTM;120,00
1183;PORTL;160,00
1184;KPL_S;50,00
1184;KPL_M;90,00
1184;KPL_L;130,00
1184;PORT1000KJ;80,77
1184;PORTS;80,00
1184;PORTM;120,00
1184;PORTL;160,00
1185;KPL_S;50,00
1185;KPL_M;90,00
1185;KPL_L;130,00
1185;PORT1000KJ;128,28
1185;PORTS;80,00
1185;PORTM;120,00
1185;PORTL;160,00
1193;PORT1000KJ;98,32
1193;PORTS;30,00
1193;PORTM;50,00
1193;PORTL;100,00
1202;KPL_S;40,00
1202;KPL_M;70,00
1202;KPL_L;100,00
1202;PORT1000KJ;55,51
1202;PORTL;100,00
1202;PORTS;40,00
1202;PORTM;70,00
1204;KPL_S;40,00
1204;KPL_M;70,00
1204;KPL_L;100,00
1204;PORT1000KJ;89,82
1204;PORTS;30,00
1204;PORTM;50,00
1204;PORTL;100,00
1206;KPL_S;40,00
1206;KPL_M;70,00
1206;KPL_L;100,00
1206;PORT1000KJ;98,56
1206;PORTS;30,00
1206;PORTM;50,00
1206;PORTL;100,00
1207;KPL_S;40,00
1207;KPL_M;70,00
1207;KPL_L;100,00
1207;PORT1000KJ;71,06
1207;PORTS;30,00
1207;PORTM;50,00
1207;PORTL;100,00
1208;KPL_S;40,00
1208;KPL_M;70,00
1208;KPL_L;100,00
1208;PORT1000KJ;121,38
1208;PORTS;30,00
1208;PORTM;50,00
1208;PORTL;100,00
1218;KPL_S;70,00
1218;KPL_M;100,00
1218;KPL_L;135,00
1218;PORT1000KJ;86,42
1218;PORTS;40,00
1218;PORTM;80,00
1218;PORTL;130,00
1220;KPL_S;70,00
1220;KPL_M;100,00
1220;PORT1000KJ;146,60
1220;KPL_L;130,00
1220;PORTS;40,00
1220;PORTM;80,00
1220;PORTL;135,00
1221;PORTS;80,00
1221;PORTM;120,00
1221;PORTL;160,00
1221;KPL_S;80,00
1221;KPL_M;115,00
1221;KPL_L;150,00
1221;PORT1000KJ;84,36
1223;KPL_S;18,00
1223;KPL_M;40,00
1223;KPL_L;70,00
1223;PORT1000KJ;128,04
1223;PORTS;75,00
1223;PORTM;150,00
1223;PORTL;300,00
1228;KPL_M;50,00
1228;PORT1000KJ;142,88
1228;PORTS;75,00
1228;PORTM;150,00
1228;PORTL;300,00
1231;KPL_M;85,00
1231;PORT1000KJ;156,48
1231;PORTS;85,00
1231;PORTM;170,00
1231;PORTL;250,00
1239;DL;100,00
1239;RKL;15,00
1239;PORT1000KJ;194,79
1239;PORTM;100,00
1239;PORTL;150,00
1239;PORTS;50,00
1242;DL;100,00
1242;RKL;15,00
1242;PORT1000KJ;345,66
1242;PORTS;50,00
1242;PORTM;100,00
1242;PORTL;150,00
1243;DL;100,00
1243;RKL;15,00
1243;PORT1000KJ;249,68
1243;PORTS;50,00
1243;PORTM;100,00
1243;PORTL;150,00
1244;DL;100,00
1244;RKL;15,00
1244;PORT1000KJ;265,90
1244;PORTS;50,00
1244;PORTM;100,00
1244;PORTL;150,00
1245;DL;100,00
1245;RKL;15,00
1245;PORT1000KJ;334,36
1245;PORTS;50,00
1245;PORTM;100,00
1245;PORTL;150,00
1246;DL;100,00
1246;RKL;15,00
1246;PORT1000KJ;41,98
1246;PORTS;50,00
1246;PORTL;150,00
1246;PORTM;100,00
1247;DL;100,00
1247;RKL;15,00
1247;TL;5,00
1247;PORT1000KJ;191,76
1247;PORTS;50,00
1247;PORTL;150,00
1247;PORTM;100,00
1253;DL;100,00
1253;RKL;15,00
1253;PORT1000KJ;193,53
1253;PORTL;200,00
1253;PORTS;100,00
1253;PORTM;150,00
1258;KPL_M;100,00
1258;PORT1000KJ;94,97
1258;PORTS;35,00
1258;PORTM;55,00
1258;PORTL;105,00
1262;DL;60,00
1262;PORT1000KJ;83,49
1262;PORTS;100,00
1262;PORTL;200,00
1262;PORTM;120,00
1265;DL;100,00
1265;RKL;15,00
1265;TL;5,00
1265;PORT1000KJ;352,68
1265;PORTS;150,00
1265;PORTM;250,00
1265;PORTL;350,00
1266;DL;100,00
1266;RKL;15,00
1266;TL;5,00
1266;PORT1000KJ;391,99
1266;PORTS;150,00
1266;PORTM;230,00
1266;PORTL;320,00
1268;DL;100,00
1268;RKL;15,00
1268;TL;5,00
1268;PORT1000KJ;346,37
1268;PORTS;150,00
1268;PORTM;230,00
1268;PORTL;320,00
1269;KPL_M;20,00
1269;PORT1000KJ;93,87
1269;PORTS;20,00
1269;PORTM;30,00
1269;PORTL;40,00
1270;KPL_S;30,00
1270;KPL_M;50,00
1270;KPL_L;70,00
1270;PORT1000KJ;96,25
1270;PORTS;20,00
1270;PORTM;30,00
1270;PORTL;40,00
1276;DL;100,00
1276;RKL;15,00
1276;TL;5,00
1276;PORT1000KJ;371,73
1276;PORTS;150,00
1276;PORTM;250,00
1276;PORTL;350,00
1277;DL;100,00
1277;RKL;15,00
1277;TL;5,00
1277;PORT1000KJ;297,46
1277;PORTS;150,00
1277;PORTM;230,00
1277;PORTL;320,00
1278;DL;95,00
1278;RKL;13,00
1278;PORT1000KJ;344,90
1278;PORTS;150,00
1278;PORTM;200,00
1278;PORTL;300,00
1279;DL;95,00
1279;RKL;13,00
1279;PORT1000KJ;610,80
1279;PORTS;150,00
1279;PORTM;200,00
1279;PORTL;300,00
1280;DL;95,00
1280;RKL;13,00
1280;PORT1000KJ;304,71
1280;PORTS;150,00
1280;PORTM;200,00
1280;PORTL;300,00
1281;DL;100,00
1281;RKL;15,00
1281;TL;5,00
1281;PORT1000KJ;255,00
1281;PORTS;150,00
1281;PORTM;230,00
1281;PORTL;320,00
1283;DL;100,00
1283;RKL;15,00
1283;TL;5,00
1283;PORT1000KJ;375,77
1283;PORTS;150,00
1283;PORTM;250,00
1283;PORTL;350,00
1284;DL;100,00
1284;RKL;15,00
1284;TL;5,00
1284;PORT1000KJ;673,54
1284;PORTS;150,00
1284;PORTM;230,00
1284;PORTL;320,00
1285;DL;100,00
1285;RKL;15,00
1285;TL;5,00
1285;PORT1000KJ;303,09
1285;PORTS;150,00
1285;PORTM;230,00
1285;PORTL;320,00
1286;DL;100,00
1286;RKL;15,00
1286;TL;5,00
1286;PORT1000KJ;354,16
1286;PORTS;150,00
1286;PORTM;250,00
1286;PORTL;350,00
1287;DL;100,00
1287;RKL;15,00
1287;TL;5,00
1287;PORT1000KJ;1180,08
1287;PORTS;150,00
1287;PORTM;250,00
1287;PORTL;350,00
1288;DL;100,00
1288;RKL;15,00
1288;TL;5,00
1288;PORT1000KJ;288,91
1288;PORTS;150,00
1288;PORTM;230,00
1288;PORTL;320,00
1289;DL;100,00
1289;RKL;15,00
1289;TL;5,00
1289;PORT1000KJ;383,14
1289;PORTS;150,00
1289;PORTM;250,00
1289;PORTL;350,00
1290;DL;100,00
1290;RKL;15,00
1290;TL;5,00
1290;PORT1000KJ;288,65
1290;PORTS;150,00
1290;PORTM;230,00
1290;PORTL;320,00
1291;DL;100,00
1291;RKL;15,00
1291;PORT1000KJ;235,89
1291;PORTS;200,00
1291;PORTL;400,00
1291;PORTM;300,00
1294;PORT1000KJ;151,16
1294;PORTS;135,00
1294;PORTM;175,00
1294;PORTL;200,00
1295;KPL_M;20,00
1295;PORT1000KJ;95,82
1295;PORTS;20,00
1295;PORTM;30,00
1295;PORTL;40,00
1297;KPL_M;20,00
1297;PORT1000KJ;78,40
1297;PORTS;20,00
1297;PORTM;30,00
1297;PORTL;40,00
1298;KPL_S;30,00
1298;KPL_M;50,00
1298;KPL_L;70,00
1298;PORT1000KJ;104,72
1298;PORTS;20,00
1298;PORTM;30,00
1298;PORTL;40,00
1301;KPL_S;30,00
1301;KPL_M;50,00
1301;KPL_L;70,00
1301;PORT1000KJ;106,47
1301;PORTS;20,00
1301;PORTM;30,00
1301;PORTL;40,00
1305;KPL_S;50,00
1305;KPL_M;90,00
1305;KPL_L;130,00
1305;PORT1000KJ;90,82
1305;PORTS;80,00
1305;PORTM;120,00
1305;PORTL;160,00
1307;PORTM;70,00
1307;PORTS;40,00
1307;KPL_S;40,00
1307;KPL_M;60,00
1307;KPL_L;105,00
1307;PORT1000KJ;70,90
1307;PORTL;105,00
1309;KPL_S;15,00
1309;KPL_M;25,00
1309;KPL_L;23,00
1309;PORT1000KJ;85,40
1309;PORTS;20,00
1309;PORTM;30,00
1309;PORTL;40,00
1320;PORT1000KJ;108,01
1320;PORTS;20,00
1320;PORTM;30,00
1320;PORTL;40,00
1326;KPL_S;10,00
1326;KPL_M;20,00
1326;KPL_L;40,00
1326;PORT1000KJ;97,57
1326;PORTS;30,00
1326;PORTM;50,00
1326;PORTL;100,00
1330;KPL_M;30,00
1330;PORT1000KJ;107,17
1330;PORTS;20,00
1330;PORTM;35,00
1330;PORTL;50,00
1331;KPL_S;20,00
1331;KPL_M;35,00
1331;KPL_L;50,00
1331;PORT1000KJ;96,57
1331;PORTS;20,00
1331;PORTM;35,00
1331;PORTL;50,00
1336;KPL_M;20,00
1336;PORT1000KJ;108,76
1336;PORTS;20,00
1336;PORTM;30,00
1336;PORTL;40,00
1337;KPL_M;20,00
1337;PORT1000KJ;99,99
1337;PORTS;20,00
1337;PORTM;30,00
1337;PORTL;40,00
1338;KPL_M;30,00
1338;PORT1000KJ;85,51
1338;PORTS;20,00
1338;PORTM;35,00
1338;PORTL;50,00
1340;KPL_M;20,00
1340;PORT1000KJ;87,22
1340;PORTS;20,00
1340;PORTM;30,00
1340;PORTL;40,00
1341;KPL_M;20,00
1341;PORT1000KJ;105,44
1341;PORTS;20,00
1341;PORTM;30,00
1341;PORTL;40,00
1342;KPL_M;30,00
1342;PORT1000KJ;98,91
1342;PORTS;20,00
1342;PORTM;35,00
1342;PORTL;50,00
1343;KPL_S;50,00
1343;KPL_M;90,00
1343;KPL_L;130,00
1343;PORT1000KJ;95,03
1343;PORTS;80,00
1343;PORTM;120,00
1343;PORTL;160,00
1344;KPL_S;50,00
1344;KPL_M;90,00
1344;KPL_L;130,00
1344;PORT1000KJ;97,56
1344;PORTS;80,00
1344;PORTM;120,00
1344;PORTL;160,00
1347;KPL_S;30,00
1347;KPL_M;40,00
1347;KPL_L;50,00
1347;PORT1000KJ;59,38
1347;PORTS;30,00
1347;PORTM;40,00
1347;PORTL;80,00
1348;DL;40,00
1348;RKL;6,00
1348;TL;3,00
1348;PORT1000KJ;74,89
1348;PORTS;12,00
1348;PORTM;25,00
1348;PORTL;40,00
1370;DL;80,00
1370;RKL;12,00
1370;PORT1000KJ;174,52
1370;PORTS;70,00
1370;PORTL;150,00
1370;PORTM;110,00
1372;DL;65,00
1372;RKL;11,00
1372;PORT1000KJ;247,49
1372;PORTS;135,00
1372;PORTM;175,00
1372;PORTL;200,00
1373;DL;80,00
1373;RKL;12,00
1373;PORT1000KJ;245,50
1373;PORTS;135,00
1373;PORTL;200,00
1373;PORTM;175,00
1374;DL;65,00
1374;RKL;11,00
1374;PORTS;135,00
1374;PORT1000KJ;228,08
1374;PORTM;175,00
1374;PORTL;200,00
1375;PORT1000KJ;171,77
1375;PORTS;70,00
1375;PORTM;110,00
1375;PORTL;150,00
1376;PORTS;70,00
1376;DL;80,00
1376;RKL;12,00
1376;PORT1000KJ;163,06
1376;PORTL;150,00
1376;PORTM;110,00
1377;PORTS;70,00
1377;DL;80,00
1377;RKL;12,00
1377;PORT1000KJ;165,00
1377;PORTL;150,00
1377;PORTM;110,00
1378;PORTS;70,00
1378;PORT1000KJ;164,97
1378;PORTM;110,00
1378;PORTL;150,00
1379;DL;80,00
1379;RKL;12,00
1379;PORT1000KJ;174,48
1379;PORTS;70,00
1379;PORTL;150,00
1379;PORTM;110,00
1389;PORT1000KJ;53,86
1389;PORTS;75,00
1389;PORTM;150,00
1389;PORTL;300,00
1416;KPL_M;30,00
1416;PORT1000KJ;105,82
1416;PORTS;20,00
1416;PORTM;35,00
1416;PORTL;50,00
1445;PORT1000KJ;134,47
1445;PORTS;170,00
1445;PORTL;320,00
1445;PORTM;250,00
1448;PORTS;15,00
1448;DL;100,00
1448;RKL;15,00
1448;PORT1000KJ;950,03
1448;TL;5,00
1448;PORTL;100,00
1448;PORTM;45,00
1450;DL;100,00
1450;RKL;15,00
1450;PORT1000KJ;326,07
1450;PORTS;50,00
1450;PORTM;100,00
1450;PORTL;150,00
1461;KPL_M;60,00
1461;PORT1000KJ;85,88
1461;PORTS;40,00
1461;PORTM;60,00
1461;PORTL;120,00
1500;DL;100,00
1500;RKL;15,00
1500;TL;5,00
1500;PORT1000KJ;383,13
1500;PORTS;150,00
1500;PORTM;250,00
1500;PORTL;350,00
1501;DL;100,00
1501;RKL;15,00
1501;TL;5,00
1501;PORT1000KJ;513,29
1501;PORTS;150,00
1501;PORTM;230,00
1501;PORTL;320,00
1502;KPL_M;20,00
1502;PORT1000KJ;90,11
1502;PORTS;20,00
1502;PORTM;30,00
1502;PORTL;40,00
1503;KPL_S;35,00
1503;KPL_M;50,00
1503;KPL_L;125,00
1503;PORT1000KJ;151,23
1503;PORTS;30,00
1503;PORTM;50,00
1503;PORTL;70,00
1504;DL;100,00
1504;RKL;15,00
1504;TL;5,00
1504;PORT1000KJ;349,74
1504;PORTS;150,00
1504;PORTM;250,00
1504;PORTL;350,00
1505;DL;100,00
1505;RKL;15,00
1505;TL;5,00
1505;PORT1000KJ;255,41
1505;PORTS;150,00
1505;PORTM;230,00
1505;PORTL;320,00
1506;DL;100,00
1506;RKL;15,00
1506;TL;5,00
1506;PORT1000KJ;322,02
1506;PORTS;150,00
1506;PORTM;230,00
1506;PORTL;320,00
1507;KPL_S;35,00
1507;KPL_M;50,00
1507;KPL_L;125,00
1507;PORT1000KJ;135,03
1507;PORTS;30,00
1507;PORTM;50,00
1507;PORTL;70,00
1509;DL;100,00
1509;RKL;15,00
1509;TL;5,00
1509;PORT1000KJ;695,41
1509;PORTS;150,00
1509;PORTM;230,00
1509;PORTL;320,00
1510;DL;100,00
1510;RKL;15,00
1510;TL;5,00
1510;PORT1000KJ;300,65
1510;PORTS;150,00
1510;PORTM;230,00
1510;PORTL;320,00
1511;DL;100,00
1511;RKL;15,00
1511;TL;5,00
1511;PORT1000KJ;1678,13
1511;PORTS;150,00
1511;PORTM;250,00
1511;PORTL;350,00
1512;DL;100,00
1512;RKL;15,00
1512;TL;5,00
1512;PORT1000KJ;381,01
1512;PORTS;150,00
1512;PORTM;250,00
1512;PORTL;350,00
1513;DL;100,00
1513;RKL;15,00
1513;TL;5,00
1513;PORT1000KJ;497,81
1513;PORTS;150,00
1513;PORTM;230,00
1513;PORTL;320,00
1514;DL;100,00
1514;RKL;15,00
1514;TL;5,00
1514;PORT1000KJ;259,65
1514;PORTS;150,00
1514;PORTM;230,00
1514;PORTL;320,00
1516;PORTM;150,00
1516;DL;100,00
1516;RKL;15,00
1516;TL;5,00
1516;PORT1000KJ;683,76
1516;PORTS;100,00
1516;PORTL;200,00
1518;DL;100,00
1518;RKL;15,00
1518;TL;5,00
1518;PORT1000KJ;303,85
1518;PORTS;150,00
1518;PORTM;230,00
1518;PORTL;320,00
1520;KPL_M;20,00
1520;PORT1000KJ;96,55
1520;PORTS;20,00
1520;PORTM;30,00
1520;PORTL;40,00
1521;KPL_S;30,00
1521;KPL_M;50,00
1521;KPL_L;70,00
1521;PORT1000KJ;85,17
1521;PORTS;20,00
1521;PORTM;30,00
1521;PORTL;40,00
1524;PORTS;7,00
1524;PORTM;14,00
1524;PORTL;35,00
1524;KPL_M;7,00
1524;PORT1000KJ;50,80
1526;DL;100,00
1526;RKL;15,00
1526;TL;5,00
1526;PORT1000KJ;377,07
1526;PORTS;150,00
1526;PORTM;230,00
1526;PORTL;320,00
1527;DL;100,00
1527;RKL;15,00
1527;TL;5,00
1527;PORT1000KJ;437,23
1527;PORTS;150,00
1527;PORTM;230,00
1527;PORTL;320,00
1530;DL;100,00
1530;RKL;15,00
1530;TL;5,00
1530;PORT1000KJ;269,50
1530;PORTS;150,00
1530;PORTM;230,00
1530;PORTL;320,00
1531;DL;100,00
1531;RKL;15,00
1531;TL;5,00
1531;PORT1000KJ;217,90
1531;PORTS;150,00
1531;PORTM;230,00
1531;PORTL;320,00
1532;DL;100,00
1532;RKL;15,00
1532;TL;5,00
1532;PORT1000KJ;286,62
1532;PORTS;150,00
1532;PORTM;230,00
1532;PORTL;320,00
1537;PORTL;200,00
1537;DL;100,00
1537;RKL;15,00
1537;TL;5,00
1537;PORT1000KJ;107,07
1537;PORTS;100,00
1537;PORTM;150,00
1538;DL;100,00
1538;RKL;15,00
1538;PORT1000KJ;131,82
1538;PORTS;80,00
1538;PORTL;250,00
1538;PORTM;150,00
1541;DL;100,00
1541;RKL;15,00
1541;TL;5,00
1541;PORT1000KJ;543,77
1541;PORTS;150,00
1541;PORTM;230,00
1541;PORTL;320,00
1542;DL;100,00
1542;RKL;15,00
1542;TL;5,00
1542;PORT1000KJ;277,02
1542;PORTS;150,00
1542;PORTM;230,00
1542;PORTL;320,00
1543;DL;100,00
1543;RKL;15,00
1543;TL;5,00
1543;PORT1000KJ;321,92
1543;PORTL;350,00
1543;PORTS;150,00
1543;PORTM;250,00
1544;DL;100,00
1544;RKL;15,00
1544;TL;5,00
1544;PORT1000KJ;387,84
1544;PORTS;150,00
1544;PORTM;230,00
1544;PORTL;320,00
1545;DL;100,00
1545;RKL;15,00
1545;TL;5,00
1545;PORT1000KJ;245,86
1545;PORTS;150,00
1545;PORTM;230,00
1545;PORTL;320,00
1546;DL;100,00
1546;RKL;15,00
1546;TL;5,00
1546;PORT1000KJ;326,29
1546;PORTS;150,00
1546;PORTM;250,00
1546;PORTL;350,00
1547;DL;100,00
1547;RKL;15,00
1547;TL;5,00
1547;PORT1000KJ;303,74
1547;PORTS;150,00
1547;PORTM;230,00
1547;PORTL;320,00
1548;DL;100,00
1548;RKL;15,00
1548;TL;5,00
1548;PORT1000KJ;349,98
1548;PORTS;150,00
1548;PORTM;250,00
1548;PORTL;350,00
1549;DL;100,00
1549;RKL;15,00
1549;TL;5,00
1549;PORTS;100,00
1549;PORT1000KJ;137,58
1549;PORTM;150,00
1549;PORTL;200,00
1552;KPL_M;0,10
1552;DL;3,00
1552;RKL;0,50
1552;PORT1000KJ;48,19
1552;PORTS;20,00
1552;PORTM;50,00
1552;PORTL;100,00
1554;KPL_S;1,00
1554;KPL_M;3,00
1554;KPL_L;5,00
1554;DL;7,00
1554;PORT1000KJ;43,76
1554;PORTS;20,00
1554;PORTM;50,00
1554;PORTL;100,00
1556;KPL_S;30,00
1556;KPL_M;50,00
1556;KPL_L;70,00
1556;PORT1000KJ;111,01
1556;PORTS;20,00
1556;PORTM;30,00
1556;PORTL;40,00
1559;DL;100,00
1559;RKL;15,00
1559;TL;5,00
1559;PORT1000KJ;249,83
1559;PORTM;230,00
1559;PORTL;320,00
1559;PORTS;150,00
1560;DL;80,00
1560;RKL;12,00
1560;PORT1000KJ;151,37
1560;PORTS;70,00
1560;PORTL;150,00
1560;PORTM;110,00
1561;DL;100,00
1561;RKL;15,00
1561;TL;5,00
1561;PORT1000KJ;495,54
1561;PORTS;150,00
1561;PORTM;230,00
1561;PORTL;320,00
1562;DL;100,00
1562;RKL;15,00
1562;TL;5,00
1562;PORT1000KJ;581,70
1562;PORTS;150,00
1562;PORTM;230,00
1562;PORTL;320,00
1563;DL;100,00
1563;RKL;15,00
1563;TL;5,00
1563;PORT1000KJ;697,89
1563;PORTS;150,00
1563;PORTM;230,00
1563;PORTL;320,00
1564;DL;100,00
1564;RKL;15,00
1564;TL;5,00
1564;PORT1000KJ;797,32
1564;PORTS;150,00
1564;PORTM;230,00
1564;PORTL;320,00
1565;DL;100,00
1565;RKL;15,00
1565;TL;5,00
1565;PORT1000KJ;263,62
1565;PORTS;150,00
1565;PORTM;230,00
1565;PORTL;320,00
1566;DL;100,00
1566;RKL;15,00
1566;TL;5,00
1566;PORT1000KJ;514,93
1566;PORTM;230,00
1566;PORTL;320,00
1566;PORTS;150,00
1567;DL;100,00
1567;RKL;15,00
1567;TL;5,00
1567;PORT1000KJ;291,87
1567;PORTS;150,00
1567;PORTM;230,00
1567;PORTL;320,00
1568;DL;100,00
1568;RKL;15,00
1568;TL;5,00
1568;PORT1000KJ;257,08
1568;PORTM;230,00
1568;PORTL;320,00
1568;PORTS;150,00
1569;DL;100,00
1569;RKL;15,00
1569;TL;5,00
1569;PORT1000KJ;375,67
1569;PORTS;150,00
1569;PORTM;250,00
1569;PORTL;350,00
1571;DL;100,00
1571;RKL;15,00
1571;TL;5,00
1571;PORT1000KJ;394,66
1571;PORTS;150,00
1571;PORTM;250,00
1571;PORTL;350,00
1572;DL;100,00
1572;RKL;15,00
1572;TL;5,00
1572;PORT1000KJ;2023,06
1572;PORTS;150,00
1572;PORTM;250,00
1572;PORTL;350,00
1575;DL;55,00
1575;PORT1000KJ;167,35
1575;PORTS;70,00
1575;PORTM;110,00
1575;PORTL;150,00
1576;PORT1000KJ;185,16
1576;PORTS;70,00
1576;PORTM;110,00
1576;PORTL;150,00
1577;DL;85,00
1577;PORT1000KJ;201,69
1577;PORTS;70,00
1577;PORTM;110,00
1577;PORTL;150,00
1578;DL;55,00
1578;PORT1000KJ;167,36
1578;PORTS;70,00
1578;PORTM;110,00
1578;PORTL;150,00
1579;PORT1000KJ;185,19
1579;PORTS;70,00
1579;PORTM;110,00
1579;PORTL;150,00
1580;DL;85,00
1580;PORT1000KJ;201,71
1580;PORTS;70,00
1580;PORTM;110,00
1580;PORTL;150,00
1582;KPL_S;35,00
1582;KPL_M;50,00
1582;KPL_L;125,00
1582;PORT1000KJ;117,41
1582;PORTS;30,00
1582;PORTM;50,00
1582;PORTL;70,00
1860;KPL_M;9,00
1860;PORTM;175,00
1860;PORT1000KJ;113,11
1860;PORTS;135,00
1860;PORTL;200,00
2002;DL;55,00
2002;PORT1000KJ;176,68
2002;PORTS;125,00
2002;PORTM;200,00
2002;PORTL;275,00
2005;DL;100,00
2005;RKL;15,00
2005;PORT1000KJ;217,46
2005;PORTS;120,00
2005;PORTM;200,00
2005;PORTL;340,00
2009;DL;100,00
2009;RKL;15,00
2009;PORT1000KJ;648,51
2009;PORTS;200,00
2009;PORTL;400,00
2009;PORTM;350,00
2010;DL;70,00
2010;RKL;14,00
2010;PORT1000KJ;333,88
2010;PORTS;50,00
2010;PORTL;100,00
2010;PORTM;75,00
2011;PORT1000KJ;232,67
2011;PORTS;100,00
2011;PORTM;125,00
2011;PORTL;150,00
2012;DL;100,00
2012;PORT1000KJ;294,70
2012;PORTS;120,00
2012;PORTL;300,00
2012;PORTM;225,00
2021;PORTL;300,00
2021;DL;100,00
2021;RKL;15,00
2021;PORT1000KJ;128,50
2021;PORTS;120,00
2021;PORTM;225,00
2022;PORTL;300,00
2022;DL;100,00
2022;RKL;15,00
2022;PORT1000KJ;201,76
2022;PORTS;120,00
2022;PORTM;225,00
2023;DL;85,00
2023;RKL;12,00
2023;PORT1000KJ;365,56
2023;PORTS;125,00
2023;PORTM;200,00
2023;PORTL;300,00
2024;PORT1000KJ;159,91
2024;PORTS;125,00
2024;PORTM;200,00
2024;PORTL;275,00
2025;DL;50,00
2025;PORT1000KJ;91,86
2025;PORTS;125,00
2025;PORTM;180,00
2025;PORTL;250,00
2028;DL;85,00
2028;RKL;12,00
2028;PORT1000KJ;298,42
2028;PORTS;125,00
2028;PORTM;200,00
2028;PORTL;300,00
2029;DL;85,00
2029;RKL;12,00
2029;PORT1000KJ;278,66
2029;PORTS;125,00
2029;PORTM;200,00
2029;PORTL;300,00
2030;KPL_M;55,00
2030;PORT1000KJ;159,69
2030;PORTS;120,00
2030;PORTL;200,00
2030;PORTM;150,00
2031;KPL_M;55,00
2031;PORT1000KJ;133,93
2031;PORTS;120,00
2031;PORTL;200,00
2031;PORTM;150,00
2033;KPL_M;60,00
2033;PORT1000KJ;315,46
2033;PORTS;120,00
2033;PORTM;180,00
2033;PORTL;240,00
3000;PORTS;40,00
3000;PORT1000KJ;263,93
3000;PORTM;100,00
3000;PORTL;200,00
3001;PORTS;40,00
3001;DL;100,00
3001;RKL;15,00
3001;PORT1000KJ;604,12
3001;PORTM;100,00
3001;PORTL;200,00
3002;DL;100,00
3002;RKL;15,00
3002;PORT1000KJ;481,09
3002;PORTS;40,00
3002;PORTL;200,00
3002;PORTM;100,00
3003;DL;100,00
3003;RKL;15,00
3003;PORT1000KJ;973,62
3003;PORTS;200,00
3003;PORTL;400,00
3003;PORTM;350,00
3004;DL;100,00
3004;RKL;15,00
3004;PORT1000KJ;1245,64
3004;PORTS;200,00
3004;PORTL;400,00
3004;PORTM;350,00
3005;PORT1000KJ;198,02
3005;PORTS;100,00
3005;PORTM;125,00
3005;PORTL;150,00
3006;KPL_M;15,00
3006;PORT1000KJ;146,46
3006;PORTS;100,00
3006;PORTL;200,00
3006;PORTM;150,00
3009;DL;100,00
3009;RKL;15,00
3009;PORT1000KJ;286,11
3009;PORTS;40,00
3009;PORTM;100,00
3009;PORTL;200,00
3010;DL;100,00
3010;RKL;15,00
3010;PORT1000KJ;529,02
3010;PORTS;40,00
3010;PORTM;100,00
3010;PORTL;200,00
3014;PORT1000KJ;236,94
3014;PORTS;80,00
3014;PORTM;120,00
3014;PORTL;160,00
3015;PORT1000KJ;549,81
3015;PORTS;100,00
3015;PORTM;200,00
3015;PORTL;300,00
3016;KPL_M;50,00
3016;PORT1000KJ;173,45
3016;PORTS;100,00
3016;PORTL;225,00
3016;PORTM;150,00
3017;DL;50,00
3017;RKL;16,00
3017;PORT1000KJ;621,58
3017;PORTS;40,00
3017;PORTL;140,00
3017;PORTM;80,00
3021;DL;100,00
3021;RKL;15,00
3021;PORT1000KJ;676,00
3021;PORTS;200,00
3021;PORTM;350,00
3021;PORTL;400,00
3022;DL;100,00
3022;PORT1000KJ;305,33
3022;PORTS;40,00
3022;PORTL;200,00
3022;PORTM;100,00
3023;DL;100,00
3023;RKL;15,00
3023;PORT1000KJ;388,00
3023;PORTS;200,00
3023;PORTM;350,00
3023;PORTL;400,00
3024;DL;100,00
3024;PORT1000KJ;389,17
3024;PORTS;40,00
3024;PORTL;200,00
3024;PORTM;100,00
3025;DL;100,00
3025;PORT1000KJ;213,13
3025;PORTL;200,00
3025;PORTM;100,00
3025;PORTS;40,00
3026;DL;100,00
3026;PORT1000KJ;282,37
3026;PORTS;200,00
3026;PORTM;300,00
3026;PORTL;400,00
3027;KPL_M;210,00
3027;PORT1000KJ;154,50
3027;PORTS;100,00
3027;PORTM;200,00
3027;PORTL;300,00
3030;PORT1000KJ;516,58
3030;PORTS;40,00
3030;PORTM;100,00
3030;PORTL;200,00
3034;PORT1000KJ;128,67
3034;PORTS;40,00
3034;PORTM;100,00
3034;PORTL;200,00
3040;PORT1000KJ;186,99
3040;PORTS;40,00
3040;PORTM;60,00
3040;PORTL;100,00
3200;PORTM;80,00
3200;DL;110,00
3200;PORT1000KJ;282,90
3200;PORTS;40,00
3200;PORTL;200,00
3201;DL;100,00
3201;RKL;15,00
3201;PORT1000KJ;479,59
3201;TL;5,00
3201;PORTS;200,00
3201;PORTM;350,00
3201;PORTL;400,00
3202;DL;100,00
3202;RKL;15,00
3202;PORT1000KJ;1314,75
3202;PORTS;200,00
3202;PORTM;350,00
3202;PORTL;400,00
3204;DL;60,00
3204;RKL;12,00
3204;PORT1000KJ;850,20
3204;PORTS;40,00
3204;PORTM;80,00
3204;PORTL;150,00
